;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;SG_UF_ESC;SG_UF_PROVA;TP_LINGUA;TP_SEXO;IN_TREINEIRO;TP_ANO_CONCLUIU;TP_COR_RACA;TP_DEPENDENCIA_ADM_ESC;TP_ENSINO;TP_ESCOLA;TP_ESTADO_CIVIL;TP_FAIXA_ETARIA;TP_LOCALIZACAO_ESC;TP_NACIONALIDADE;TP_SIT_FUNC_ESC;TP_ST_CONCLUSAO
1118085;A;B;A;A;1;E;A;B;B;A;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B;;SP;1;M;0;9.0;3.0;;;;1.0;11;;1.0;;1
2329653;B;C;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;BA;0;F;1;;2.0;;;;1.0;2;;1.0;;3
497617;C;B;C;B;4;B;A;B;D;B;A;B;B;B;B;B;A;B;B;A;A;D;A;A;B;SC;SC;0;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
374255;E;E;D;D;2;C;A;C;C;A;A;C;C;B;A;B;A;A;C;B;A;C;A;B;B;RJ;RJ;1;F;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1135876;C;C;B;B;3;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;PE;0;M;0;12.0;2.0;;;;;12;;1.0;;1
1427934;;E;C;B;5;E;A;B;D;B;A;B;A;B;A;B;A;B;B;A;B;C;A;A;B;MG;MG;0;F;0;;3.0;3.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2121655;A;D;;B;4;C;B;C;C;A;A;B;A;B;B;A;A;A;B;A;A;B;A;A;B;TO;TO;1;F;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1462638;A;A;B;B;4;B;A;C;E;B;B;B;A;B;A;B;A;A;B;B;A;C;A;A;B;;AL;0;F;0;12.0;3.0;;;;1.0;12;;1.0;;1
1725600;E;D;B;B;3;B;D;B;B;A;A;A;A;A;A;A;A;A;A;A;A;D;A;A;B;CE;CE;0;M;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1451205;E;E;D;D;4;E;A;C;C;B;B;B;B;B;B;B;A;B;B;A;A;E;A;B;B;;TO;1;M;0;;3.0;;;;1.0;6;;1.0;;1
227141;B;C;C;B;3;B;A;B;B;B;A;B;B;B;B;A;A;A;B;A;A;B;A;A;B;;SP;0;M;0;2.0;3.0;;;;1.0;5;;1.0;;1
1753683;G;G;D;D;3;D;A;B;C;B;A;B;A;B;B;B;A;A;B;A;A;D;A;A;A;;RJ;0;M;0;;1.0;;;;1.0;4;;1.0;;1
1232940;D;E;A;B;9;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;AM;1;F;0;3.0;3.0;;;;1.0;5;;1.0;;1
1612639;G;D;D;A;4;H;A;C;D;C;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B;;DF;1;M;0;2.0;3.0;;;;1.0;5;;1.0;;1
366748;D;D;C;B;5;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;B;C;A;A;B;;MG;0;F;1;;3.0;;;;1.0;2;;1.0;;3
2682937;B;D;D;;4;C;A;C;D;B;A;B;B;B;A;A;A;A;B;A;B;D;A;A;B;PB;PB;1;F;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
2353029;F;F;D;E;2;I;A;C;C;B;A;B;A;B;A;B;A;B;C;A;A;C;A;C;B;;MS;0;M;0;2.0;1.0;;;;1.0;4;;1.0;;1
2226422;C;F;C;D;4;E;B;C;D;C;A;B;B;B;A;B;A;A;B;A;A;B;A;B;B;;BA;0;F;0;17.0;3.0;;;;2.0;12;;1.0;;1
1515106;E;E;;B;5;E;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B;;SP;1;F;0;;2.0;;1.0;2.0;1.0;3;;1.0;;2
355560;;E;A;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;MG;0;M;0;6.0;3.0;;;;1.0;9;;1.0;;1
2176842;G;;;;3;G;D;E;E;B;A;B;B;B;A;B;A;B;B;B;B;C;B;C;B;PA;PA;0;F;0;;1.0;4.0;1.0;3.0;1.0;1;1.0;1.0;1.0;2
1249995;E;E;A;A;5;A;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;BA;0;F;1;;3.0;;;;1.0;1;;1.0;;3
1454830;E;D;B;B;4;C;A;C;E;D;B;B;B;B;A;B;A;B;C;A;A;E;A;B;B;;PE;1;F;1;;1.0;;;;1.0;2;;2.0;;3
481254;B;E;B;B;5;G;A;C;C;A;B;B;A;A;B;A;A;A;B;A;A;D;A;B;B;;AC;0;F;0;;3.0;;1.0;2.0;1.0;2;;1.0;;2
2390706;G;G;D;D;3;J;A;C;C;C;A;B;B;B;A;B;A;B;C;B;B;D;A;B;B;;SP;1;M;0;1.0;1.0;;;;1.0;3;;1.0;;1
396085;E;E;B;B;3;D;A;D;D;B;A;B;B;B;A;B;A;A;C;A;B;D;A;A;B;SP;SP;0;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
197249;E;E;D;D;4;E;A;B;D;B;A;B;B;B;A;A;A;A;B;A;A;E;A;C;B;;MG;1;F;1;;3.0;;;;1.0;2;;1.0;;3
1590164;D;D;A;A;4;C;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;BA;0;M;1;;3.0;;;;1.0;1;;1.0;;3
202864;E;C;D;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;PE;0;F;0;;2.0;;1.0;2.0;1.0;3;;1.0;;2
1869957;B;E;C;D;6;B;A;B;D;B;C;B;A;B;A;A;A;A;A;A;A;D;A;A;B;PI;PI;1;F;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
218796;A;E;A;B;9;B;A;C;D;A;A;C;C;B;A;B;A;A;B;A;A;E;A;A;B;;GO;1;F;0;1.0;3.0;;;;1.0;3;;1.0;;1
2220112;B;E;C;B;3;B;A;B;B;A;A;B;B;B;A;B;A;A;B;A;B;B;A;A;B;;SP;1;F;0;17.0;1.0;;;;3.0;14;;1.0;;1
825854;B;B;A;A;3;D;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B;;SP;1;F;0;13.0;2.0;;;;1.0;12;;1.0;;1
1899028;D;D;A;A;6;A;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;CE;1;M;1;;3.0;;;;1.0;2;;1.0;;3
244526;E;E;C;D;4;F;A;D;C;B;B;B;B;B;A;B;A;B;C;A;A;D;A;A;B;;SP;1;F;0;;1.0;;1.0;2.0;1.0;2;;1.0;;2
2056703;;E;;D;3;E;A;B;E;A;B;B;A;A;A;A;A;A;B;A;A;D;A;B;B;;GO;1;M;0;4.0;3.0;;;;1.0;7;;1.0;;1
1486474;E;D;A;B;4;F;B;D;D;C;B;C;B;B;B;B;A;B;C;A;A;E;A;B;B;;RS;0;M;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
363091;E;E;A;B;3;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;MA;1;F;1;;3.0;;;;1.0;2;;1.0;;3
1245939;D;E;C;D;4;F;A;C;D;C;A;B;B;B;A;B;A;B;C;B;B;E;B;D;B;SP;SP;0;F;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1245782;B;B;A;A;1;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B;;SE;0;F;0;16.0;3.0;;;;1.0;12;;1.0;;1
2350175;C;;A;A;6;E;A;C;D;C;B;C;A;B;A;B;A;A;C;A;B;E;A;C;B;;MT;0;F;1;;1.0;;;;1.0;2;;1.0;;3
598268;C;D;B;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;PB;PB;0;F;0;;1.0;1.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
2462408;E;F;D;E;3;H;A;C;D;A;A;B;B;B;B;A;A;A;D;B;A;E;A;B;B;;MS;0;M;1;;1.0;;;;1.0;1;;1.0;;3
982024;;B;;A;3;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;RN;1;F;0;3.0;2.0;;;;1.0;6;;1.0;;1
249082;E;D;B;B;3;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;PA;1;F;0;11.0;3.0;;;;2.0;11;;1.0;;1
87858;C;F;D;D;2;A;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B;;BA;1;M;0;;3.0;;;;1.0;4;;1.0;;1
1006532;C;C;B;;5;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B;;RS;1;F;0;3.0;1.0;;;;1.0;6;;1.0;;1
1690569;E;G;;E;3;Q;B;E;D;B;A;C;C;B;A;B;A;B;C;B;A;D;A;C;B;GO;GO;0;F;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1099527;E;G;B;;2;N;B;D;C;B;A;B;A;B;B;B;A;B;C;A;B;C;A;A;B;;RS;1;F;1;;1.0;;;;;1;;1.0;;3
1642021;E;G;B;D;4;J;A;C;D;B;A;B;B;B;A;B;A;B;D;A;B;E;A;D;B;SP;SP;0;M;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
152544;C;D;;;3;D;A;C;E;C;A;B;B;B;A;B;A;B;B;B;A;D;B;B;B;;MG;0;F;0;6.0;1.0;;;;1.0;8;;1.0;;1
1574191;C;E;C;B;3;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;PE;1;F;1;;1.0;;;;1.0;1;;1.0;;3
2338975;A;D;C;A;5;B;A;B;C;A;A;B;B;B;A;A;A;A;B;B;A;D;A;A;B;;PB;1;F;0;3.0;3.0;;;;1.0;5;;1.0;;1
753683;E;F;;D;3;E;A;B;D;B;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B;;GO;0;M;0;1.0;3.0;;;;1.0;4;;1.0;;1
655658;B;B;C;B;2;Q;B;D;D;B;A;C;B;B;B;B;B;B;D;A;B;C;A;C;B;;SP;0;M;0;17.0;1.0;;;;2.0;13;;1.0;;1
1189983;;D;C;B;3;D;A;C;E;A;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B;;BA;1;M;0;11.0;2.0;;;;1.0;11;;1.0;;1
2498266;D;G;;;4;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B;RJ;RJ;0;M;0;;1.0;4.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1326548;B;C;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;;CE;1;F;0;2.0;3.0;;;;1.0;5;;1.0;;1
2294107;;F;A;D;4;E;A;B;D;C;A;B;B;B;A;B;A;A;C;A;A;D;A;A;B;;MG;0;F;1;;1.0;;;;1.0;1;;1.0;;3
483616;E;D;C;B;2;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;B;B;;MG;0;F;0;2.0;1.0;;;;1.0;6;;1.0;;1
1390751;B;E;C;D;4;D;A;B;B;A;A;B;B;A;A;B;A;A;B;A;A;D;A;A;B;MA;MA;0;F;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
187894;B;E;A;A;4;A;A;B;C;B;A;B;A;A;A;A;A;A;A;A;A;C;A;A;B;;BA;1;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
2385551;E;E;D;;4;P;A;C;D;B;A;B;B;B;A;B;A;B;C;A;B;E;A;C;B;;SC;0;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
1248788;B;B;A;A;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;CE;0;F;1;;3.0;;;;1.0;2;;1.0;;3
2499727;D;D;A;A;6;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;PA;PA;1;F;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
817336;B;B;A;A;4;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;CE;CE;1;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
872018;E;F;B;D;3;E;A;B;D;B;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B;;PE;0;M;0;3.0;1.0;;;;1.0;5;;1.0;;1
960481;D;D;B;B;3;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B;GO;GO;1;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1794254;B;E;A;A;4;A;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;B;A;A;B;;PI;1;F;0;2.0;1.0;;;;1.0;4;;1.0;;1
1772377;B;B;A;A;5;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;MG;1;M;0;5.0;3.0;;;;1.0;8;;1.0;;1
231909;C;E;C;D;1;E;A;B;B;A;A;B;A;B;A;B;A;A;B;A;B;B;A;B;B;;SP;0;F;0;15.0;2.0;;;;3.0;12;;1.0;;1
231083;C;C;C;B;4;B;B;B;B;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A;;PA;1;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
1465976;E;E;D;B;4;C;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A;;MS;0;F;0;2.0;3.0;;;;1.0;4;;1.0;;1
242432;B;B;C;B;3;D;A;B;C;B;A;B;B;A;A;B;A;A;B;A;A;D;A;B;B;;PR;0;F;0;;3.0;;;;1.0;7;;1.0;;1
2626350;C;C;B;B;4;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;SC;SC;1;F;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1344786;E;C;D;B;4;B;A;B;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B;;MG;0;F;1;;1.0;;;;1.0;1;;1.0;;3
2628298;E;E;A;A;4;C;A;D;D;B;B;C;B;B;A;B;A;A;B;A;A;E;A;B;B;;ES;0;F;1;;1.0;;;;1.0;1;;1.0;;3
2638662;E;E;C;D;5;E;A;B;D;C;A;B;B;B;A;B;A;B;E;A;B;E;B;C;B;;SC;0;M;1;;1.0;;;;1.0;1;;1.0;;3
2138543;;E;C;D;1;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;BA;0;F;0;4.0;2.0;;;;1.0;8;;1.0;;1
1658519;F;E;D;B;2;N;A;D;C;A;B;B;B;A;A;B;A;B;D;B;A;D;A;A;B;CE;CE;1;M;0;;3.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1695654;E;G;C;E;3;E;A;D;E;B;A;B;A;B;A;B;A;A;D;A;A;D;A;D;B;;BA;0;F;1;;3.0;;;;1.0;1;;1.0;;3
1620640;E;E;B;D;3;D;A;C;D;A;A;B;B;A;A;B;A;A;B;A;B;C;A;A;A;;PE;1;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
184920;A;A;;B;6;A;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A;;PE;0;F;0;;2.0;;;;1.0;8;;1.0;;1
2650454;B;B;A;B;3;D;A;B;D;B;B;B;B;B;A;B;A;B;B;A;A;D;A;A;B;;MT;0;F;1;;1.0;;;;1.0;1;;1.0;;3
2134656;B;B;B;B;8;C;A;C;D;A;A;B;A;B;A;B;A;A;B;B;A;E;B;C;B;;RJ;1;F;0;16.0;2.0;;;;4.0;18;;1.0;;1
1916277;;G;;D;3;G;A;B;C;B;A;B;B;B;A;B;A;B;C;A;A;D;A;B;B;;SC;0;M;0;1.0;3.0;;;;;3;;1.0;;1
543449;;;D;;6;A;A;B;D;B;C;B;C;B;A;A;A;A;C;A;A;D;A;A;B;;MA;0;M;1;;3.0;;;;1.0;3;;1.0;;3
1404495;C;D;A;A;4;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A;;PA;1;F;0;1.0;3.0;;;;1.0;3;;1.0;;1
623731;D;D;;;7;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;;AM;1;F;0;9.0;3.0;;;;1.0;10;;1.0;;1
471446;D;C;B;B;2;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A;;SP;0;M;0;2.0;1.0;;;;1.0;4;;1.0;;1
384143;E;C;C;B;5;C;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B;;MT;1;F;0;1.0;3.0;;;;1.0;4;;1.0;;1
29243;E;C;A;C;4;D;A;B;B;B;A;B;A;A;A;A;A;A;B;B;A;E;A;B;B;;PA;1;F;0;;3.0;;1.0;2.0;1.0;2;;1.0;;2
2271822;B;B;C;B;7;A;A;B;D;A;B;B;A;A;A;B;A;A;B;A;A;E;A;B;B;;SE;0;M;1;;3.0;;;;1.0;3;;1.0;;3
177917;E;E;C;B;5;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;E;A;A;B;;MT;1;F;0;5.0;1.0;;;;1.0;8;;1.0;;1
806627;G;G;D;D;4;G;A;C;D;B;A;B;A;B;B;A;A;A;B;A;A;A;A;A;B;;AC;1;F;0;2.0;3.0;;;;1.0;4;;1.0;;1
879262;B;D;;;5;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B;MA;MA;1;F;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1805418;E;D;A;A;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;;PA;1;F;0;2.0;3.0;;;;1.0;4;;1.0;;1
542695;E;G;D;E;4;Q;D;E;E;D;A;B;B;B;B;B;B;B;E;B;B;E;B;B;B;SP;SP;0;M;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
27145;B;D;C;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;CE;1;F;0;2.0;3.0;;;;1.0;4;;1.0;;1
78933;;;C;;4;C;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B;;RJ;0;F;0;13.0;1.0;;;;1.0;11;;1.0;;1
2593312;D;E;C;B;3;B;A;B;C;B;A;B;B;A;A;A;A;A;B;A;A;C;A;B;B;;RJ;1;M;0;1.0;4.0;;;;;3;;1.0;;1
2391507;D;E;B;B;2;C;A;B;C;A;C;B;B;B;A;B;A;A;B;A;A;C;A;A;B;;ES;1;M;0;3.0;3.0;;;;1.0;6;;1.0;;1
1368413;E;G;A;E;5;E;A;B;D;B;A;B;B;A;A;B;A;A;B;A;A;C;A;A;B;BA;BA;0;F;0;;3.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1697163;E;F;C;D;5;G;A;C;C;B;B;B;B;B;A;B;A;A;B;A;A;D;A;B;B;;TO;0;M;0;1.0;3.0;;;;1.0;4;;1.0;;1
1268359;E;E;B;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B;;SE;1;F;0;8.0;3.0;;;;1.0;11;;2.0;;1
560108;C;C;B;B;3;C;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;PE;1;M;0;;3.0;;;;2.0;16;;1.0;;1
793462;B;E;C;B;6;B;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;E;A;A;B;CE;CE;1;M;0;;2.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
177124;A;B;C;B;2;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;B;C;A;B;B;;MG;0;F;0;1.0;1.0;;;;1.0;4;;1.0;;1
1622472;F;G;D;D;3;E;A;B;C;B;A;B;B;B;B;B;A;B;C;A;B;C;B;D;B;;DF;1;F;0;4.0;1.0;;;;1.0;5;;1.0;;1
1865895;C;E;C;B;4;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;A;;MG;0;F;0;1.0;1.0;;;;1.0;4;;1.0;;1
1756598;C;C;B;B;4;B;A;B;C;C;A;B;B;A;A;A;A;A;A;A;A;B;A;A;A;;PI;1;F;0;1.0;3.0;;;;1.0;4;;1.0;;1
1795662;G;F;A;E;4;O;B;D;D;C;A;B;C;B;B;B;A;B;C;B;B;D;A;C;B;SC;SC;0;M;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1767966;E;A;;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;PI;PI;0;M;0;;3.0;2.0;1.0;2.0;1.0;5;1.0;1.0;1.0;2
565755;G;G;D;D;3;J;B;D;C;B;A;B;B;B;A;B;A;B;D;A;B;D;B;D;B;SP;SP;0;F;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
470625;C;C;C;B;2;C;A;B;D;A;A;B;B;B;A;B;A;B;B;A;A;C;A;A;B;;AL;1;M;0;17.0;3.0;;;;2.0;13;;1.0;;1
844085;G;G;E;;4;M;A;C;D;A;A;B;B;B;A;A;B;A;B;B;A;D;A;D;B;SC;SC;0;M;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1233964;A;B;A;A;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;AL;1;F;0;;3.0;;1.0;2.0;1.0;5;;1.0;;2
729104;G;G;D;E;3;H;A;C;C;B;A;B;B;B;A;B;A;B;C;A;B;D;A;C;B;;MG;0;M;0;9.0;1.0;;;;1.0;11;;1.0;;1
895060;B;C;B;B;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;RR;1;F;0;17.0;3.0;;;;1.0;13;;1.0;;1
816026;D;B;;B;4;B;A;B;D;A;A;B;B;A;A;A;A;A;B;A;A;D;A;B;B;;MG;1;F;0;2.0;2.0;;;;1.0;4;;1.0;;1
871629;;;A;B;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;MA;1;F;0;1.0;3.0;;;;1.0;3;;1.0;;1
580149;C;E;B;D;3;B;A;B;C;B;A;B;A;B;A;A;A;A;E;A;A;D;A;A;B;;CE;1;F;0;2.0;3.0;;;;1.0;4;;1.0;;1
611008;E;E;C;B;4;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;MG;0;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
543925;B;B;A;A;4;A;A;B;B;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;B;;PB;1;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
811937;B;E;B;B;3;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;B;BA;BA;0;F;0;;3.0;1.0;1.0;2.0;1.0;6;1.0;1.0;1.0;2
1929089;;E;D;D;3;F;A;C;D;A;A;B;B;B;A;B;A;A;C;A;A;D;A;B;B;;BA;0;F;1;;1.0;;;;1.0;1;;1.0;;3
120377;E;F;D;D;3;J;A;E;E;B;A;B;B;B;A;B;A;B;B;A;A;A;B;C;B;;MA;0;F;1;;3.0;;;;1.0;1;;1.0;;3
2126333;B;B;D;B;2;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B;;PR;1;F;0;4.0;1.0;;;;2.0;6;;1.0;;1
1074414;E;G;C;D;3;D;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;B;A;A;B;RJ;RJ;1;M;0;;1.0;2.0;1.0;2.0;1.0;4;1.0;1.0;1.0;2
255167;E;E;D;;4;F;A;C;E;C;A;B;B;B;A;B;A;B;C;A;B;D;B;D;B;;MG;0;F;0;2.0;1.0;;;;1.0;4;;1.0;;1
2065358;E;E;D;D;4;K;B;D;D;B;A;B;B;B;A;B;A;B;B;A;B;E;A;A;B;;RJ;1;F;1;;1.0;;;;1.0;1;;1.0;;3
2114290;C;E;A;A;4;C;A;C;D;A;E;B;A;B;B;A;A;A;C;A;B;D;A;A;B;MA;MA;0;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1663661;E;F;E;D;5;P;A;D;D;B;A;B;B;B;B;B;B;B;E;B;B;E;A;E;B;SP;SP;1;M;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
313586;A;A;A;A;5;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;A;;BA;1;F;0;;2.0;;1.0;2.0;1.0;3;;1.0;;2
1033362;B;B;B;B;5;B;B;B;C;B;A;B;B;B;A;A;A;A;A;A;A;E;B;A;B;;GO;1;F;0;2.0;3.0;;;;1.0;5;;1.0;;1
551242;C;D;C;B;4;E;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B;MG;MG;0;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
603285;;G;B;D;2;C;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;B;B;;PI;1;F;0;3.0;3.0;;;;1.0;5;;1.0;;1
1444112;E;E;C;B;3;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;B;A;B;B;;PB;0;F;0;8.0;3.0;;;;2.0;10;;1.0;;1
2390602;E;G;C;D;3;B;A;B;B;A;B;B;B;B;A;B;A;A;B;A;A;C;A;B;B;;MA;0;F;1;;1.0;;;;1.0;1;;1.0;;3
1018616;C;D;D;D;4;C;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B;;MA;1;F;0;7.0;2.0;;;;1.0;11;;1.0;;1
1735982;A;E;B;B;3;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A;;RJ;0;M;0;13.0;2.0;;;;2.0;12;;1.0;;1
984130;C;D;D;D;3;F;A;B;C;B;A;B;B;B;A;B;A;B;C;A;A;D;A;B;B;SC;SC;0;M;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2248457;E;C;B;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;;BA;1;F;0;1.0;3.0;;;;1.0;3;;1.0;;1
1714823;E;F;B;B;3;B;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;RJ;0;F;0;5.0;1.0;;;;1.0;8;;1.0;;1
1546617;B;E;B;C;4;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B;;PE;0;F;0;5.0;1.0;;;;1.0;8;;1.0;;1
810188;B;B;A;B;2;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B;;SP;0;M;0;;2.0;;;;1.0;8;;1.0;;1
2501331;A;A;A;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;PE;1;F;0;;2.0;;;;3.0;12;;1.0;;1
520430;E;E;A;A;5;B;A;B;D;A;B;B;B;A;A;A;A;A;B;A;A;E;A;D;B;;BA;0;M;0;;2.0;;;;;11;;1.0;;1
1053748;B;B;A;A;9;B;A;B;E;A;A;B;A;A;A;A;A;A;C;A;B;E;A;A;B;;BA;1;F;0;5.0;1.0;;;;1.0;7;;1.0;;1
425160;C;D;C;E;4;B;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;CE;CE;1;M;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
